source_doc_id,source_path,source_type,entity_type,entity_id,linked_table,linked_column,link_method,confidence,is_public_safe,notes
CHAT-LO-2024-10-15-b842fd,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-10-15-b842fd.md,doc_chat_line_oa,customer,CUST-L3-B2B-022200,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-022200
CHAT-LO-2024-10-15-eb043a,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-10-15-eb043a.md,doc_chat_line_oa,customer,CUST-L3-B2B-017900,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-017900
CHAT-LO-2024-10-17-cb2a87,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-10-17-cb2a87.md,doc_chat_line_oa,customer,CUST-L3-B2B-026900,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-026900
CHAT-LO-2024-10-20-2ec49a,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-10-20-2ec49a.md,doc_chat_line_oa,customer,CUST-L3-B2B-002600,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-002600
CHAT-LO-2024-10-20-b88905,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-10-20-b88905.md,doc_chat_line_oa,customer,CUST-L3-B2B-002100,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-002100
CHAT-LO-2024-10-21-759b26,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-10-21-759b26.md,doc_chat_line_oa,customer,CUST-L3-B2B-028700,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-028700
CHAT-LO-2024-10-22-6388bd,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-10-22-6388bd.md,doc_chat_line_oa,customer,CUST-L3-B2B-009000,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-009000
CHAT-LO-2024-10-23-5588e3,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-10-23-5588e3.md,doc_chat_line_oa,customer,CUST-L3-B2B-013200,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-013200
CHAT-LO-2024-10-23-e4a446,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-10-23-e4a446.md,doc_chat_line_oa,customer,CUST-L3-B2B-004000,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-004000
CHAT-LO-2024-10-23-f43204,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-10-23-f43204.md,doc_chat_line_oa,customer,CUST-L3-B2B-006200,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-006200
CHAT-LO-2024-10-24-36d2e2,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-10-24-36d2e2.md,doc_chat_line_oa,customer,CUST-L3-B2B-001000,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-001000
CHAT-LO-2024-10-28-d35d75,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-10-28-d35d75.md,doc_chat_line_oa,customer,CUST-L3-B2B-021100,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-021100
CHAT-LO-2024-10-31-1e7e82,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-10-31-1e7e82.md,doc_chat_line_oa,customer,CUST-L3-B2B-005700,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-005700
CHAT-LO-2024-11-01-020ff4,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-11-01-020ff4.md,doc_chat_line_oa,customer,CUST-L3-B2B-026700,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-026700
CHAT-LO-2024-11-01-08ab9d,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-11-01-08ab9d.md,doc_chat_line_oa,customer,CUST-L3-B2B-006200,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-006200
CHAT-LO-2024-11-01-5f78d9,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-11-01-5f78d9.md,doc_chat_line_oa,customer,CUST-L3-B2B-024000,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-024000
CHAT-LO-2024-11-02-dfff4b,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-11-02-dfff4b.md,doc_chat_line_oa,customer,CUST-L3-B2B-029300,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-029300
CHAT-LO-2024-11-04-1902ea,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-11-04-1902ea.md,doc_chat_line_oa,customer,CUST-L3-B2B-018900,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-018900
CHAT-LO-2024-11-04-ae16cd,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-11-04-ae16cd.md,doc_chat_line_oa,customer,CUST-L3-B2B-019400,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-019400
CHAT-LO-2024-11-05-4cff6c,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-11-05-4cff6c.md,doc_chat_line_oa,customer,CUST-L3-B2B-021100,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-021100
CHAT-LO-2024-11-05-736a96,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-11-05-736a96.md,doc_chat_line_oa,customer,CUST-L3-B2B-022500,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-022500
CHAT-LO-2024-11-05-f5a47f,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-11-05-f5a47f.md,doc_chat_line_oa,customer,CUST-L3-B2B-000500,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-000500
CHAT-LO-2024-11-06-b5de0b,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-11-06-b5de0b.md,doc_chat_line_oa,customer,CUST-L3-B2B-011000,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-011000
CHAT-LO-2024-11-07-4442d7,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-11-07-4442d7.md,doc_chat_line_oa,customer,CUST-L3-B2B-022200,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-022200
CHAT-LO-2024-11-07-bc2f47,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-11-07-bc2f47.md,doc_chat_line_oa,customer,CUST-L3-B2B-017000,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-017000
CHAT-LO-2024-11-08-2f10dd,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-11-08-2f10dd.md,doc_chat_line_oa,customer,CUST-L3-B2B-023900,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-023900
CHAT-LO-2024-11-09-d84a39,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-11-09-d84a39.md,doc_chat_line_oa,customer,CUST-L3-B2B-006600,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-006600
CHAT-LO-2024-11-11-30bfb3,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-11-11-30bfb3.md,doc_chat_line_oa,customer,CUST-L3-B2B-010100,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-010100
CHAT-LO-2024-11-12-81877b,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-11-12-81877b.md,doc_chat_line_oa,customer,CUST-L3-B2B-017100,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-017100
CHAT-LO-2024-11-12-866caa,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-11-12-866caa.md,doc_chat_line_oa,customer,CUST-L3-B2B-028300,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-028300
CHAT-LO-2024-11-12-d7d8de,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-11-12-d7d8de.md,doc_chat_line_oa,customer,CUST-L3-B2B-026700,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-026700
CHAT-LO-2024-11-14-b64b78,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-11-14-b64b78.md,doc_chat_line_oa,customer,CUST-L3-B2B-015000,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-015000
CHAT-LO-2024-11-15-913b0c,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-11-15-913b0c.md,doc_chat_line_oa,customer,CUST-L3-B2B-024400,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-024400
CHAT-LO-2024-11-15-ae09f7,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-11-15-ae09f7.md,doc_chat_line_oa,customer,CUST-L3-B2B-010900,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-010900
CHAT-LO-2024-11-16-59980d,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-11-16-59980d.md,doc_chat_line_oa,customer,CUST-L3-B2B-022600,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-022600
CHAT-LO-2024-11-19-21337e,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-11-19-21337e.md,doc_chat_line_oa,customer,CUST-L3-B2B-006900,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-006900
CHAT-LO-2024-11-19-dc633e,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-11-19-dc633e.md,doc_chat_line_oa,customer,CUST-L3-B2B-018500,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-018500
CHAT-LO-2024-11-20-239854,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-11-20-239854.md,doc_chat_line_oa,customer,CUST-L3-B2B-024300,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-024300
CHAT-LO-2024-11-22-01735f,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-11-22-01735f.md,doc_chat_line_oa,customer,CUST-L3-B2B-019100,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-019100
CHAT-LO-2024-11-22-ac5059,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-11-22-ac5059.md,doc_chat_line_oa,customer,CUST-L3-B2B-011400,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-011400
CHAT-LO-2024-11-24-68e079,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-11-24-68e079.md,doc_chat_line_oa,customer,CUST-L3-B2B-004300,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-004300
CHAT-LO-2024-11-25-27da25,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-11-25-27da25.md,doc_chat_line_oa,customer,CUST-L3-B2B-015400,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-015400
CHAT-LO-2024-11-27-5baa9f,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-11-27-5baa9f.md,doc_chat_line_oa,customer,CUST-L3-B2B-006800,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-006800
CHAT-LO-2024-11-28-7a9b8c,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-11-28-7a9b8c.md,doc_chat_line_oa,customer,CUST-L3-B2B-014400,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-014400
CHAT-LO-2024-11-29-62402f,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-11-29-62402f.md,doc_chat_line_oa,customer,CUST-L3-B2B-008800,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-008800
CHAT-LO-2024-11-30-7a08cf,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-11-30-7a08cf.md,doc_chat_line_oa,customer,CUST-L3-B2B-024300,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-024300
CHAT-LO-2024-12-01-210a52,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-12-01-210a52.md,doc_chat_line_oa,customer,CUST-L3-B2B-021700,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-021700
CHAT-LO-2024-12-02-4ced50,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-12-02-4ced50.md,doc_chat_line_oa,customer,CUST-L3-B2B-003900,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-003900
CHAT-LO-2024-12-03-6b6fbe,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-12-03-6b6fbe.md,doc_chat_line_oa,customer,CUST-L3-B2B-026800,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-026800
CHAT-LO-2024-12-04-f91f1d,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-12-04-f91f1d.md,doc_chat_line_oa,customer,CUST-L3-B2B-013300,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-013300
CHAT-LO-2024-12-07-8002ab,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-12-07-8002ab.md,doc_chat_line_oa,customer,CUST-L3-B2B-005000,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-005000
CHAT-LO-2024-12-11-713964,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-12-11-713964.md,doc_chat_line_oa,customer,CUST-L3-B2B-026200,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-026200
CHAT-LO-2024-12-12-2b3a99,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-12-12-2b3a99.md,doc_chat_line_oa,customer,CUST-L3-B2B-009700,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-009700
CHAT-LO-2024-12-12-3057ea,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-12-12-3057ea.md,doc_chat_line_oa,customer,CUST-L3-B2B-000900,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-000900
CHAT-LO-2024-12-12-345a58,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-12-12-345a58.md,doc_chat_line_oa,customer,CUST-L3-B2B-021900,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-021900
CHAT-LO-2024-12-12-626b3a,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-12-12-626b3a.md,doc_chat_line_oa,customer,CUST-L3-B2B-022400,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-022400
CHAT-LO-2024-12-12-d54e96,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-12-12-d54e96.md,doc_chat_line_oa,customer,CUST-L3-B2B-024000,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-024000
CHAT-LO-2024-12-13-361db5,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-12-13-361db5.md,doc_chat_line_oa,customer,CUST-L3-B2B-007400,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-007400
CHAT-LO-2024-12-13-ed3c53,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-12-13-ed3c53.md,doc_chat_line_oa,customer,CUST-L3-B2B-007400,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-007400
CHAT-LO-2024-12-15-cec66f,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-12-15-cec66f.md,doc_chat_line_oa,customer,CUST-L3-B2B-023600,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-023600
CHAT-LO-2024-12-17-692712,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-12-17-692712.md,doc_chat_line_oa,customer,CUST-L3-B2B-007200,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-007200
CHAT-LO-2024-12-18-102fea,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-12-18-102fea.md,doc_chat_line_oa,customer,CUST-L3-B2B-004900,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-004900
CHAT-LO-2024-12-18-17dbe7,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-12-18-17dbe7.md,doc_chat_line_oa,customer,CUST-L3-B2B-018600,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-018600
CHAT-LO-2024-12-18-70e52e,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-12-18-70e52e.md,doc_chat_line_oa,customer,CUST-L3-B2B-025100,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-025100
CHAT-LO-2024-12-20-1655a7,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-12-20-1655a7.md,doc_chat_line_oa,customer,CUST-L3-B2B-028500,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-028500
CHAT-LO-2024-12-21-6c849b,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-12-21-6c849b.md,doc_chat_line_oa,customer,CUST-L3-B2B-018300,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-018300
CHAT-LO-2024-12-21-8b4bc9,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-12-21-8b4bc9.md,doc_chat_line_oa,customer,CUST-L3-B2B-007400,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-007400
CHAT-LO-2024-12-22-ca81af,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-12-22-ca81af.md,doc_chat_line_oa,customer,CUST-L3-B2B-015000,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-015000
CHAT-LO-2024-12-23-d53bba,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-12-23-d53bba.md,doc_chat_line_oa,customer,CUST-L3-B2B-002300,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-002300
CHAT-LO-2024-12-23-d643b4,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-12-23-d643b4.md,doc_chat_line_oa,customer,CUST-L3-B2B-011600,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-011600
CHAT-LO-2024-12-24-cc8b15,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-12-24-cc8b15.md,doc_chat_line_oa,customer,CUST-L3-B2B-029700,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-029700
CHAT-LO-2024-12-24-e158d2,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-12-24-e158d2.md,doc_chat_line_oa,customer,CUST-L3-B2B-014300,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-014300
CHAT-LO-2024-12-30-cf653a,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-12-30-cf653a.md,doc_chat_line_oa,customer,CUST-L3-B2B-015000,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-015000
CHAT-LO-2025-01-01-d10af4,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2025-01-01-d10af4.md,doc_chat_line_oa,customer,CUST-L3-B2B-023000,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-023000
CHAT-LO-2025-01-03-d679dc,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2025-01-03-d679dc.md,doc_chat_line_oa,customer,CUST-L3-B2B-011100,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-011100
CHAT-LO-2025-01-05-21347f,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2025-01-05-21347f.md,doc_chat_line_oa,customer,CUST-L3-B2B-018600,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-018600
CHAT-LO-2025-01-06-bffda3,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2025-01-06-bffda3.md,doc_chat_line_oa,customer,CUST-L3-B2B-021700,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-021700
CHAT-LO-2025-01-08-7516d5,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2025-01-08-7516d5.md,doc_chat_line_oa,customer,CUST-L3-B2B-019800,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-019800
CHAT-LO-2025-01-11-16ca25,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2025-01-11-16ca25.md,doc_chat_line_oa,customer,CUST-L3-B2B-005400,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-005400
CHAT-LO-2025-01-12-9de31e,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2025-01-12-9de31e.md,doc_chat_line_oa,customer,CUST-L3-B2B-000100,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-000100
CHAT-LO-2025-01-12-b09c25,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2025-01-12-b09c25.md,doc_chat_line_oa,customer,CUST-L3-B2B-018800,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-018800
CHAT-LO-2025-01-13-da00d2,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2025-01-13-da00d2.md,doc_chat_line_oa,customer,CUST-L3-B2B-004400,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-004400
CHAT-LO-2025-01-14-b14726,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2025-01-14-b14726.md,doc_chat_line_oa,customer,CUST-L3-B2B-029400,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-029400
CHAT-LO-2025-01-16-453261,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2025-01-16-453261.md,doc_chat_line_oa,customer,CUST-L3-B2B-011400,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-011400
CHAT-LO-2025-01-18-0a67eb,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2025-01-18-0a67eb.md,doc_chat_line_oa,customer,CUST-L3-B2B-016600,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-016600
CHAT-LO-2025-01-18-2d3792,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2025-01-18-2d3792.md,doc_chat_line_oa,customer,CUST-L3-B2B-011500,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-011500
CHAT-LO-2025-01-18-5459c4,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2025-01-18-5459c4.md,doc_chat_line_oa,customer,CUST-L3-B2B-018600,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-018600
CHAT-LO-2025-01-19-376592,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2025-01-19-376592.md,doc_chat_line_oa,customer,CUST-L3-B2B-026900,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-026900
CHAT-LO-2025-01-19-beca6c,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2025-01-19-beca6c.md,doc_chat_line_oa,customer,CUST-L3-B2B-015800,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-015800
CHAT-LO-2025-01-22-1207ff,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2025-01-22-1207ff.md,doc_chat_line_oa,customer,CUST-L3-B2B-001400,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-001400
CHAT-LO-2025-01-22-42db68,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2025-01-22-42db68.md,doc_chat_line_oa,customer,CUST-L3-B2B-007300,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-007300
