sales_deposit_batch_id,business_event_date,branch_code,payment_method,txn_count,net_total_thb,settlement_bank_txn_id,bank_amount_thb,reconciliation_status
BKK-CTW|2025-11-23|credit_card,2025-11-23,BKK-CTW,credit_card,7,347000.00,BT-202511-221470343555,347000.00,matched
BKK-CTW|2025-11-23|debit_card,2025-11-23,BKK-CTW,debit_card,2,38300.00,BT-202511-1072739293960,38300.00,matched
BKK-CTW|2025-11-23|mobile_wallet,2025-11-23,BKK-CTW,mobile_wallet,3,66600.00,BT-202511-418718331824,66600.00,matched
BKK-CTW|2025-11-24|cash,2025-11-24,BKK-CTW,cash,4,132100.00,BT-202511-764212281955,132100.00,matched
BKK-CTW|2025-11-24|credit_card,2025-11-24,BKK-CTW,credit_card,5,92400.00,BT-202511-353286614744,92400.00,matched
BKK-CTW|2025-11-24|debit_card,2025-11-24,BKK-CTW,debit_card,1,33400.00,BT-202511-78759294395,33400.00,matched
BKK-CTW|2025-11-24|mobile_wallet,2025-11-24,BKK-CTW,mobile_wallet,3,125000.00,BT-202511-993827360713,125000.00,matched
BKK-CTW|2025-11-25|cash,2025-11-25,BKK-CTW,cash,5,165200.00,BT-202511-689155759963,165200.00,matched
BKK-CTW|2025-11-25|credit_card,2025-11-25,BKK-CTW,credit_card,3,141400.00,BT-202511-1002888137052,141400.00,matched
BKK-CTW|2025-11-25|debit_card,2025-11-25,BKK-CTW,debit_card,5,92400.00,BT-202511-713984406052,92400.00,matched
BKK-CTW|2025-11-25|mobile_wallet,2025-11-25,BKK-CTW,mobile_wallet,4,93400.00,BT-202511-919130282226,93400.00,matched
BKK-CTW|2025-11-26|cash,2025-11-26,BKK-CTW,cash,9,451300.00,BT-202511-1069890942962,451300.00,matched
BKK-CTW|2025-11-26|credit_card,2025-11-26,BKK-CTW,credit_card,4,203100.00,BT-202511-1078765924735,203100.00,matched
BKK-CTW|2025-11-26|debit_card,2025-11-26,BKK-CTW,debit_card,1,34800.00,BT-202511-252423818289,34800.00,matched
BKK-CTW|2025-11-26|mobile_wallet,2025-11-26,BKK-CTW,mobile_wallet,4,105100.00,BT-202511-1025084278364,105100.00,matched
BKK-CTW|2025-11-27|cash,2025-11-27,BKK-CTW,cash,10,313800.00,BT-202511-837777589815,313800.00,matched
BKK-CTW|2025-11-27|credit_card,2025-11-27,BKK-CTW,credit_card,5,172800.00,BT-202511-252570430351,172800.00,matched
BKK-CTW|2025-11-27|debit_card,2025-11-27,BKK-CTW,debit_card,2,19800.00,BT-202511-734865564321,19800.00,matched
BKK-CTW|2025-11-27|mobile_wallet,2025-11-27,BKK-CTW,mobile_wallet,5,188700.00,BT-202511-1033940429612,188700.00,matched
BKK-CTW|2025-11-28|cash,2025-11-28,BKK-CTW,cash,6,167200.00,BT-202511-915851559824,167200.00,matched
BKK-CTW|2025-11-28|credit_card,2025-11-28,BKK-CTW,credit_card,5,426500.00,BT-202511-38267594668,426500.00,matched
BKK-CTW|2025-11-28|debit_card,2025-11-28,BKK-CTW,debit_card,2,60800.00,BT-202511-457557972455,60800.00,matched
BKK-CTW|2025-11-28|mobile_wallet,2025-11-28,BKK-CTW,mobile_wallet,3,134500.00,BT-202511-166226285439,134500.00,matched
BKK-CTW|2025-11-29|cash,2025-11-29,BKK-CTW,cash,5,223300.00,BT-202511-894086976603,223300.00,matched
BKK-CTW|2025-11-29|credit_card,2025-11-29,BKK-CTW,credit_card,5,117000.00,BT-202511-514725255370,117000.00,matched
BKK-CTW|2025-11-29|debit_card,2025-11-29,BKK-CTW,debit_card,2,44200.00,BT-202511-118392210162,44200.00,matched
BKK-CTW|2025-11-29|mobile_wallet,2025-11-29,BKK-CTW,mobile_wallet,3,86600.00,BT-202511-544578966480,86600.00,matched
BKK-CTW|2025-11-30|cash,2025-11-30,BKK-CTW,cash,4,29600.00,BT-202511-567889779800,29600.00,matched
BKK-CTW|2025-11-30|credit_card,2025-11-30,BKK-CTW,credit_card,4,80600.00,BT-202511-378843674166,80600.00,matched
BKK-CTW|2025-11-30|debit_card,2025-11-30,BKK-CTW,debit_card,5,385300.00,BT-202511-340267287835,385300.00,matched
BKK-CTW|2025-11-30|mobile_wallet,2025-11-30,BKK-CTW,mobile_wallet,2,21400.00,BT-202511-886100176082,21400.00,matched
BKK-CTW|2025-12-01|cash,2025-12-01,BKK-CTW,cash,6,220000.00,BT-202512-593190262761,220000.00,matched
BKK-CTW|2025-12-01|credit_card,2025-12-01,BKK-CTW,credit_card,7,226500.00,BT-202512-566676504701,226500.00,matched
BKK-CTW|2025-12-01|debit_card,2025-12-01,BKK-CTW,debit_card,2,48800.00,BT-202512-1096109910051,48800.00,matched
BKK-CTW|2025-12-01|mobile_wallet,2025-12-01,BKK-CTW,mobile_wallet,5,162400.00,BT-202512-370915493518,162400.00,matched
BKK-CTW|2025-12-02|cash,2025-12-02,BKK-CTW,cash,8,279300.00,BT-202512-304216656574,279300.00,matched
BKK-CTW|2025-12-02|credit_card,2025-12-02,BKK-CTW,credit_card,3,129600.00,BT-202512-778719923991,129600.00,matched
BKK-CTW|2025-12-02|debit_card,2025-12-02,BKK-CTW,debit_card,5,265600.00,BT-202512-544471160032,265600.00,matched
BKK-CTW|2025-12-02|mobile_wallet,2025-12-02,BKK-CTW,mobile_wallet,4,85100.00,BT-202512-7725581522,85100.00,matched
BKK-CTW|2025-12-03|cash,2025-12-03,BKK-CTW,cash,5,181000.00,BT-202512-787987812825,181000.00,matched
BKK-CTW|2025-12-03|credit_card,2025-12-03,BKK-CTW,credit_card,9,263100.00,BT-202512-959422746388,263100.00,matched
BKK-CTW|2025-12-03|mobile_wallet,2025-12-03,BKK-CTW,mobile_wallet,1,135600.00,BT-202512-686169641530,135600.00,matched
BKK-CTW|2025-12-04|cash,2025-12-04,BKK-CTW,cash,5,71300.00,BT-202512-374468814628,71300.00,matched
BKK-CTW|2025-12-04|credit_card,2025-12-04,BKK-CTW,credit_card,4,256500.00,BT-202512-610157729292,256500.00,matched
BKK-CTW|2025-12-04|debit_card,2025-12-04,BKK-CTW,debit_card,2,118400.00,BT-202512-207697460663,118400.00,matched
BKK-CTW|2025-12-04|mobile_wallet,2025-12-04,BKK-CTW,mobile_wallet,5,128900.00,BT-202512-223713751784,128900.00,matched
BKK-CTW|2025-12-05|credit_card,2025-12-05,BKK-CTW,credit_card,6,84900.00,BT-202512-619222579248,84900.00,matched
BKK-CTW|2025-12-05|debit_card,2025-12-05,BKK-CTW,debit_card,1,161900.00,BT-202512-490659725894,161900.00,matched
BKK-CTW|2025-12-05|mobile_wallet,2025-12-05,BKK-CTW,mobile_wallet,7,338400.00,BT-202512-469878949982,338400.00,matched
BKK-CTW|2025-12-06|cash,2025-12-06,BKK-CTW,cash,8,216500.00,BT-202512-834986582109,216500.00,matched
BKK-CTW|2025-12-06|credit_card,2025-12-06,BKK-CTW,credit_card,4,187300.00,BT-202512-456644026852,187300.00,matched
BKK-CTW|2025-12-06|debit_card,2025-12-06,BKK-CTW,debit_card,2,38400.00,BT-202512-390443962174,38400.00,matched
BKK-CTW|2025-12-06|mobile_wallet,2025-12-06,BKK-CTW,mobile_wallet,3,136700.00,BT-202512-84090140992,136700.00,matched
BKK-CTW|2025-12-07|cash,2025-12-07,BKK-CTW,cash,5,152900.00,BT-202512-390498123689,152900.00,matched
BKK-CTW|2025-12-07|credit_card,2025-12-07,BKK-CTW,credit_card,6,247900.00,BT-202512-11669127022,247900.00,matched
BKK-CTW|2025-12-07|debit_card,2025-12-07,BKK-CTW,debit_card,5,236000.00,BT-202512-387701089332,236000.00,matched
BKK-CTW|2025-12-07|mobile_wallet,2025-12-07,BKK-CTW,mobile_wallet,6,173000.00,BT-202512-696066406364,173000.00,matched
BKK-CTW|2025-12-08|cash,2025-12-08,BKK-CTW,cash,6,198400.00,BT-202512-387933855970,198400.00,matched
BKK-CTW|2025-12-08|credit_card,2025-12-08,BKK-CTW,credit_card,5,92500.00,BT-202512-870321108700,92500.00,matched
BKK-CTW|2025-12-08|debit_card,2025-12-08,BKK-CTW,debit_card,4,258600.00,BT-202512-822838359230,258600.00,matched
BKK-CTW|2025-12-08|mobile_wallet,2025-12-08,BKK-CTW,mobile_wallet,5,101100.00,BT-202512-197241858089,101100.00,matched
BKK-CTW|2025-12-09|cash,2025-12-09,BKK-CTW,cash,6,180800.00,BT-202512-773609758732,180800.00,matched
BKK-CTW|2025-12-09|credit_card,2025-12-09,BKK-CTW,credit_card,3,45200.00,BT-202512-10570758321,45200.00,matched
BKK-CTW|2025-12-09|debit_card,2025-12-09,BKK-CTW,debit_card,1,51300.00,BT-202512-929201247999,51300.00,matched
BKK-CTW|2025-12-09|mobile_wallet,2025-12-09,BKK-CTW,mobile_wallet,2,15400.00,BT-202512-861543620615,15400.00,matched
BKK-CTW|2025-12-10|cash,2025-12-10,BKK-CTW,cash,3,248100.00,BT-202512-883318853363,248100.00,matched
BKK-CTW|2025-12-10|credit_card,2025-12-10,BKK-CTW,credit_card,1,18900.00,BT-202512-689562026627,18900.00,matched
BKK-CTW|2025-12-10|debit_card,2025-12-10,BKK-CTW,debit_card,1,29900.00,BT-202512-706531715278,29900.00,matched
BKK-CTW|2025-12-10|mobile_wallet,2025-12-10,BKK-CTW,mobile_wallet,4,149600.00,BT-202512-532696641936,149600.00,matched
BKK-CTW|2025-12-11|cash,2025-12-11,BKK-CTW,cash,17,618240.00,BT-202512-231132112701,618240.00,matched
BKK-CTW|2025-12-11|credit_card,2025-12-11,BKK-CTW,credit_card,3,183520.00,BT-202512-64928606434,183520.00,matched
BKK-CTW|2025-12-11|debit_card,2025-12-11,BKK-CTW,debit_card,5,84400.00,BT-202512-154594149484,84400.00,matched
BKK-CTW|2025-12-11|mobile_wallet,2025-12-11,BKK-CTW,mobile_wallet,3,72400.00,BT-202512-602725602452,72400.00,matched
BKK-CTW|2025-12-12|cash,2025-12-12,BKK-CTW,cash,4,51360.00,BT-202512-530095082743,51360.00,matched
BKK-CTW|2025-12-12|credit_card,2025-12-12,BKK-CTW,credit_card,7,216720.00,BT-202512-642807232281,216720.00,matched
BKK-CTW|2025-12-12|debit_card,2025-12-12,BKK-CTW,debit_card,1,85280.00,BT-202512-5981319431,85280.00,matched
BKK-CTW|2025-12-12|mobile_wallet,2025-12-12,BKK-CTW,mobile_wallet,4,36480.00,BT-202512-385627806693,36480.00,matched
BKK-CTW|2025-12-13|cash,2025-12-13,BKK-CTW,cash,7,198240.00,BT-202512-563944613556,198240.00,matched
BKK-CTW|2025-12-13|credit_card,2025-12-13,BKK-CTW,credit_card,5,127120.00,BT-202512-793640267697,127120.00,matched
BKK-CTW|2025-12-13|debit_card,2025-12-13,BKK-CTW,debit_card,1,43840.00,BT-202512-315704128428,43840.00,matched
BKK-CTW|2025-12-14|cash,2025-12-14,BKK-CTW,cash,4,292200.00,BT-202512-505111841440,292200.00,matched
BKK-CTW|2025-12-14|credit_card,2025-12-14,BKK-CTW,credit_card,5,204200.00,BT-202512-31555998420,204200.00,matched
BKK-CTW|2025-12-14|debit_card,2025-12-14,BKK-CTW,debit_card,2,234100.00,BT-202512-796079872247,234100.00,matched
BKK-CTW|2025-12-14|mobile_wallet,2025-12-14,BKK-CTW,mobile_wallet,5,134500.00,BT-202512-478745210528,134500.00,matched
BKK-CTW|2025-12-15|cash,2025-12-15,BKK-CTW,cash,8,326500.00,BT-202512-189925899652,326500.00,matched
BKK-CTW|2025-12-15|credit_card,2025-12-15,BKK-CTW,credit_card,3,50700.00,BT-202512-1047744158842,50700.00,matched
BKK-CTW|2025-12-15|debit_card,2025-12-15,BKK-CTW,debit_card,6,278500.00,BT-202512-1003215366218,278500.00,matched
BKK-CTW|2025-12-15|mobile_wallet,2025-12-15,BKK-CTW,mobile_wallet,4,60000.00,BT-202512-852382952369,60000.00,matched
BKK-CTW|2025-12-16|cash,2025-12-16,BKK-CTW,cash,7,264100.00,BT-202512-265184924627,264100.00,matched
BKK-CTW|2025-12-16|credit_card,2025-12-16,BKK-CTW,credit_card,1,64400.00,BT-202512-223554713719,64400.00,matched
BKK-CTW|2025-12-16|debit_card,2025-12-16,BKK-CTW,debit_card,3,73700.00,BT-202512-485404298773,73700.00,matched
BKK-CTW|2025-12-16|mobile_wallet,2025-12-16,BKK-CTW,mobile_wallet,4,76800.00,BT-202512-621032018149,76800.00,matched
BKK-CTW|2025-12-17|cash,2025-12-17,BKK-CTW,cash,5,96000.00,BT-202512-823435297215,96000.00,matched
BKK-CTW|2025-12-17|credit_card,2025-12-17,BKK-CTW,credit_card,4,122700.00,BT-202512-644336147095,122700.00,matched
BKK-CTW|2025-12-17|debit_card,2025-12-17,BKK-CTW,debit_card,2,87200.00,BT-202512-910228354584,87200.00,matched
BKK-CTW|2025-12-17|mobile_wallet,2025-12-17,BKK-CTW,mobile_wallet,4,106400.00,BT-202512-828828758885,106400.00,matched
BKK-CTW|2025-12-18|credit_card,2025-12-18,BKK-CTW,credit_card,5,144900.00,BT-202512-394852470513,144900.00,matched
BKK-CTW|2025-12-18|debit_card,2025-12-18,BKK-CTW,debit_card,1,55900.00,BT-202512-212296923022,55900.00,matched
BKK-CTW|2025-12-18|mobile_wallet,2025-12-18,BKK-CTW,mobile_wallet,4,224700.00,BT-202512-392195830659,224700.00,matched
BKK-CTW|2025-12-19|cash,2025-12-19,BKK-CTW,cash,8,252500.00,BT-202512-567622005189,252500.00,matched
BKK-CTW|2025-12-19|credit_card,2025-12-19,BKK-CTW,credit_card,5,137800.00,BT-202512-409336825403,137800.00,matched
BKK-CTW|2025-12-19|debit_card,2025-12-19,BKK-CTW,debit_card,2,46900.00,BT-202512-403350353926,46900.00,matched
BKK-CTW|2025-12-19|mobile_wallet,2025-12-19,BKK-CTW,mobile_wallet,5,142300.00,BT-202512-1011656200659,142300.00,matched
BKK-CTW|2025-12-20|cash,2025-12-20,BKK-CTW,cash,9,406700.00,BT-202512-445493782828,406700.00,matched
BKK-CTW|2025-12-20|credit_card,2025-12-20,BKK-CTW,credit_card,5,177630.00,BT-202512-528379860479,177630.00,matched
BKK-CTW|2025-12-20|debit_card,2025-12-20,BKK-CTW,debit_card,1,29900.00,BT-202512-178617120522,29900.00,matched
BKK-CTW|2025-12-20|mobile_wallet,2025-12-20,BKK-CTW,mobile_wallet,2,58200.00,BT-202512-694845138651,58200.00,matched
BKK-CTW|2025-12-21|cash,2025-12-21,BKK-CTW,cash,3,106600.00,BT-202512-37625221071,106600.00,matched
BKK-CTW|2025-12-21|credit_card,2025-12-21,BKK-CTW,credit_card,5,176800.00,BT-202512-265059496902,176800.00,matched
BKK-CTW|2025-12-21|debit_card,2025-12-21,BKK-CTW,debit_card,2,62700.00,BT-202512-89189050574,62700.00,matched
BKK-CTW|2025-12-21|mobile_wallet,2025-12-21,BKK-CTW,mobile_wallet,5,126000.00,BT-202512-443554280750,126000.00,matched
BKK-CTW|2025-12-22|cash,2025-12-22,BKK-CTW,cash,5,191300.00,BT-202512-240951141019,191300.00,matched
BKK-CTW|2025-12-22|credit_card,2025-12-22,BKK-CTW,credit_card,2,32460.00,BT-202512-671240865784,32460.00,matched
BKK-CTW|2025-12-22|debit_card,2025-12-22,BKK-CTW,debit_card,1,73780.00,BT-202512-480955514172,73780.00,matched
BKK-CTW|2025-12-22|mobile_wallet,2025-12-22,BKK-CTW,mobile_wallet,1,42800.00,BT-202512-889219157828,42800.00,matched
BKK-CTW|2025-12-23|cash,2025-12-23,BKK-CTW,cash,7,190700.00,BT-202512-242567570954,190700.00,matched
BKK-CTW|2025-12-23|credit_card,2025-12-23,BKK-CTW,credit_card,3,89300.00,BT-202512-619503943693,89300.00,matched
BKK-CTW|2025-12-23|debit_card,2025-12-23,BKK-CTW,debit_card,2,42800.00,BT-202512-296877058555,42800.00,matched
BKK-CTW|2025-12-23|mobile_wallet,2025-12-23,BKK-CTW,mobile_wallet,1,73710.00,BT-202512-1084952588286,73710.00,matched
BKK-CTW|2025-12-24|cash,2025-12-24,BKK-CTW,cash,8,268700.00,BT-202512-426639518140,268700.00,matched
BKK-CTW|2025-12-24|credit_card,2025-12-24,BKK-CTW,credit_card,6,396300.00,BT-202512-556903018132,396300.00,matched
BKK-CTW|2025-12-24|debit_card,2025-12-24,BKK-CTW,debit_card,2,75700.00,BT-202512-1007608677091,75700.00,matched
BKK-CTW|2025-12-24|mobile_wallet,2025-12-24,BKK-CTW,mobile_wallet,2,13400.00,BT-202512-792283597165,13400.00,matched
BKK-CTW|2025-12-25|cash,2025-12-25,BKK-CTW,cash,6,104300.00,BT-202512-398758929420,104300.00,matched
BKK-CTW|2025-12-25|credit_card,2025-12-25,BKK-CTW,credit_card,4,123400.00,BT-202512-139710017550,123400.00,matched
BKK-CTW|2025-12-25|debit_card,2025-12-25,BKK-CTW,debit_card,3,146200.00,BT-202512-781004710159,146200.00,matched
BKK-CTW|2025-12-25|mobile_wallet,2025-12-25,BKK-CTW,mobile_wallet,2,52600.00,BT-202512-716816383641,52600.00,matched
BKK-CTW|2025-12-26|cash,2025-12-26,BKK-CTW,cash,7,169800.00,BT-202512-528021784946,169800.00,matched
BKK-CTW|2025-12-26|credit_card,2025-12-26,BKK-CTW,credit_card,3,44700.00,BT-202512-634455319017,44700.00,matched
BKK-CTW|2025-12-26|mobile_wallet,2025-12-26,BKK-CTW,mobile_wallet,5,173300.00,BT-202512-433679137082,173300.00,matched
BKK-CTW|2025-12-27|cash,2025-12-27,BKK-CTW,cash,4,333000.00,BT-202512-157728414731,333000.00,matched
BKK-CTW|2025-12-27|credit_card,2025-12-27,BKK-CTW,credit_card,4,232890.00,BT-202512-50996776980,232890.00,matched
BKK-CTW|2025-12-27|debit_card,2025-12-27,BKK-CTW,debit_card,4,122400.00,BT-202512-441677152456,122400.00,matched
BKK-CTW|2025-12-27|mobile_wallet,2025-12-27,BKK-CTW,mobile_wallet,4,136500.00,BT-202512-532510775865,136500.00,matched
BKK-CTW|2025-12-28|cash,2025-12-28,BKK-CTW,cash,5,91500.00,BT-202512-244643117109,91500.00,matched
BKK-CTW|2025-12-28|credit_card,2025-12-28,BKK-CTW,credit_card,6,232550.00,BT-202512-1065528346836,232550.00,matched
BKK-CTW|2025-12-28|mobile_wallet,2025-12-28,BKK-CTW,mobile_wallet,2,60800.00,BT-202512-868679934043,60800.00,matched
BKK-CTW|2025-12-29|cash,2025-12-29,BKK-CTW,cash,6,156800.00,BT-202512-586122107517,156800.00,matched
BKK-CTW|2025-12-29|credit_card,2025-12-29,BKK-CTW,credit_card,5,231400.00,BT-202512-209115977352,231400.00,matched
BKK-CTW|2025-12-29|debit_card,2025-12-29,BKK-CTW,debit_card,2,62800.00,BT-202512-598111542912,62800.00,matched
BKK-CTW|2025-12-29|mobile_wallet,2025-12-29,BKK-CTW,mobile_wallet,2,81600.00,BT-202512-958469111577,81600.00,matched
BKK-CTW|2025-12-30|cash,2025-12-30,BKK-CTW,cash,6,208200.00,BT-202512-909656131086,208200.00,matched
BKK-CTW|2025-12-30|credit_card,2025-12-30,BKK-CTW,credit_card,6,161900.00,BT-202512-848354492841,161900.00,matched
BKK-CTW|2025-12-30|debit_card,2025-12-30,BKK-CTW,debit_card,2,68300.00,BT-202512-349017994259,68300.00,matched
BKK-CTW|2025-12-30|mobile_wallet,2025-12-30,BKK-CTW,mobile_wallet,3,153500.00,BT-202512-358045492629,153500.00,matched
BKK-CTW|2025-12-31|cash,2025-12-31,BKK-CTW,cash,4,201100.00,BT-202512-168875968632,201100.00,matched
BKK-CTW|2025-12-31|credit_card,2025-12-31,BKK-CTW,credit_card,4,170460.00,BT-202512-319484859999,170460.00,matched
BKK-CTW|2025-12-31|debit_card,2025-12-31,BKK-CTW,debit_card,3,163980.00,BT-202512-993565704955,163980.00,matched
BKK-CTW|2025-12-31|mobile_wallet,2025-12-31,BKK-CTW,mobile_wallet,3,209400.00,BT-202512-1010360860646,209400.00,matched
BKK-EMSP|2024-01-01|cash,2024-01-01,BKK-EMSP,cash,8,254300.00,BT-202401-90854130628,254300.00,matched
BKK-EMSP|2024-01-01|credit_card,2024-01-01,BKK-EMSP,credit_card,3,87500.00,BT-202401-528881670509,87500.00,matched
BKK-EMSP|2024-01-01|debit_card,2024-01-01,BKK-EMSP,debit_card,2,25800.00,BT-202401-323533245517,25800.00,matched
BKK-EMSP|2024-01-01|mobile_wallet,2024-01-01,BKK-EMSP,mobile_wallet,3,33200.00,BT-202401-403051359559,33200.00,matched
BKK-EMSP|2024-01-02|cash,2024-01-02,BKK-EMSP,cash,5,167000.00,BT-202401-843200135596,167000.00,matched
BKK-EMSP|2024-01-02|debit_card,2024-01-02,BKK-EMSP,debit_card,2,35900.00,BT-202401-966114139317,35900.00,matched
BKK-EMSP|2024-01-03|cash,2024-01-03,BKK-EMSP,cash,6,227600.00,BT-202401-307007658801,227600.00,matched
BKK-EMSP|2024-01-03|credit_card,2024-01-03,BKK-EMSP,credit_card,4,196500.00,BT-202401-478916108380,196500.00,matched
BKK-EMSP|2024-01-03|debit_card,2024-01-03,BKK-EMSP,debit_card,2,21400.00,BT-202401-761714768734,21400.00,matched
BKK-EMSP|2024-01-03|mobile_wallet,2024-01-03,BKK-EMSP,mobile_wallet,4,95100.00,BT-202401-28970603653,95100.00,matched
BKK-EMSP|2024-01-04|cash,2024-01-04,BKK-EMSP,cash,5,119300.00,BT-202401-365496731233,119300.00,matched
BKK-EMSP|2024-01-04|credit_card,2024-01-04,BKK-EMSP,credit_card,3,164500.00,BT-202401-837519029057,164500.00,matched
BKK-EMSP|2024-01-04|mobile_wallet,2024-01-04,BKK-EMSP,mobile_wallet,2,36800.00,BT-202401-72584954599,36800.00,matched
BKK-EMSP|2024-01-05|cash,2024-01-05,BKK-EMSP,cash,4,170300.00,BT-202401-434243497131,170300.00,matched
BKK-EMSP|2024-01-05|credit_card,2024-01-05,BKK-EMSP,credit_card,4,90400.00,BT-202401-11409409876,90400.00,matched
BKK-EMSP|2024-01-05|debit_card,2024-01-05,BKK-EMSP,debit_card,2,50700.00,BT-202401-840242026838,50700.00,matched
BKK-EMSP|2024-01-05|mobile_wallet,2024-01-05,BKK-EMSP,mobile_wallet,1,6900.00,BT-202401-9313128342,6900.00,matched
BKK-EMSP|2024-01-06|cash,2024-01-06,BKK-EMSP,cash,3,105800.00,BT-202401-576552839673,105800.00,matched
BKK-EMSP|2024-01-06|credit_card,2024-01-06,BKK-EMSP,credit_card,6,205000.00,BT-202401-793668359296,205000.00,matched
BKK-EMSP|2024-01-06|debit_card,2024-01-06,BKK-EMSP,debit_card,1,8500.00,BT-202401-227457282850,8500.00,matched
BKK-EMSP|2024-01-06|mobile_wallet,2024-01-06,BKK-EMSP,mobile_wallet,4,200300.00,BT-202401-471794803278,200300.00,matched
BKK-EMSP|2024-01-07|cash,2024-01-07,BKK-EMSP,cash,5,222500.00,BT-202401-728810079308,222500.00,matched
BKK-EMSP|2024-01-07|credit_card,2024-01-07,BKK-EMSP,credit_card,3,87700.00,BT-202401-865392669627,87700.00,matched
BKK-EMSP|2024-01-07|debit_card,2024-01-07,BKK-EMSP,debit_card,2,33400.00,BT-202401-741590704347,33400.00,matched
BKK-EMSP|2024-01-07|mobile_wallet,2024-01-07,BKK-EMSP,mobile_wallet,1,62800.00,BT-202401-224727565299,62800.00,matched
BKK-EMSP|2024-01-08|cash,2024-01-08,BKK-EMSP,cash,2,171000.00,BT-202401-841621200072,171000.00,matched
BKK-EMSP|2024-01-08|credit_card,2024-01-08,BKK-EMSP,credit_card,4,110700.00,BT-202401-946489466439,110700.00,matched
BKK-EMSP|2024-01-08|mobile_wallet,2024-01-08,BKK-EMSP,mobile_wallet,4,146500.00,BT-202401-800999064309,146500.00,matched
BKK-EMSP|2024-01-09|cash,2024-01-09,BKK-EMSP,cash,3,31200.00,BT-202401-207010297874,31200.00,matched
BKK-EMSP|2024-01-09|credit_card,2024-01-09,BKK-EMSP,credit_card,5,205700.00,BT-202401-921601091938,205700.00,matched
BKK-EMSP|2024-01-09|debit_card,2024-01-09,BKK-EMSP,debit_card,2,125800.00,BT-202401-148316305265,125800.00,matched
BKK-EMSP|2024-01-09|mobile_wallet,2024-01-09,BKK-EMSP,mobile_wallet,4,175400.00,BT-202401-923852400203,175400.00,matched
BKK-EMSP|2024-01-10|cash,2024-01-10,BKK-EMSP,cash,3,130800.00,BT-202401-847223749168,130800.00,matched
BKK-EMSP|2024-01-10|credit_card,2024-01-10,BKK-EMSP,credit_card,4,68600.00,BT-202401-147168238610,68600.00,matched
BKK-EMSP|2024-01-10|debit_card,2024-01-10,BKK-EMSP,debit_card,1,44700.00,BT-202401-655704292345,44700.00,matched
BKK-EMSP|2024-01-10|mobile_wallet,2024-01-10,BKK-EMSP,mobile_wallet,1,4900.00,BT-202401-991633753476,4900.00,matched
BKK-EMSP|2024-01-11|cash,2024-01-11,BKK-EMSP,cash,5,208200.00,BT-202401-984883060321,208200.00,matched
BKK-EMSP|2024-01-11|credit_card,2024-01-11,BKK-EMSP,credit_card,4,130600.00,BT-202401-306553180744,130600.00,matched
BKK-EMSP|2024-01-11|debit_card,2024-01-11,BKK-EMSP,debit_card,2,31800.00,BT-202401-568870185101,31800.00,matched
BKK-EMSP|2024-01-11|mobile_wallet,2024-01-11,BKK-EMSP,mobile_wallet,2,17800.00,BT-202401-184470056558,17800.00,matched
BKK-EMSP|2024-01-12|cash,2024-01-12,BKK-EMSP,cash,7,232700.00,BT-202401-3090690829,232700.00,matched
BKK-EMSP|2024-01-12|credit_card,2024-01-12,BKK-EMSP,credit_card,2,104700.00,BT-202401-370940350591,104700.00,matched
BKK-EMSP|2024-01-12|debit_card,2024-01-12,BKK-EMSP,debit_card,2,62700.00,BT-202401-315684493142,62700.00,matched
BKK-EMSP|2024-01-12|mobile_wallet,2024-01-12,BKK-EMSP,mobile_wallet,3,48700.00,BT-202401-685189035325,48700.00,matched
BKK-EMSP|2024-01-13|cash,2024-01-13,BKK-EMSP,cash,7,361800.00,BT-202401-199558705085,361800.00,matched
BKK-EMSP|2024-01-13|credit_card,2024-01-13,BKK-EMSP,credit_card,5,172300.00,BT-202401-637182980567,172300.00,matched
BKK-EMSP|2024-01-13|debit_card,2024-01-13,BKK-EMSP,debit_card,3,29900.00,BT-202401-303911759406,29900.00,matched
BKK-EMSP|2024-01-13|mobile_wallet,2024-01-13,BKK-EMSP,mobile_wallet,1,8500.00,BT-202401-730461504906,8500.00,matched
BKK-EMSP|2024-01-14|cash,2024-01-14,BKK-EMSP,cash,6,180900.00,BT-202401-884998438421,180900.00,matched
BKK-EMSP|2024-01-14|credit_card,2024-01-14,BKK-EMSP,credit_card,3,85600.00,BT-202401-1019138369549,85600.00,matched
BKK-EMSP|2024-01-14|debit_card,2024-01-14,BKK-EMSP,debit_card,1,183900.00,BT-202401-877669509579,183900.00,matched
BKK-EMSP|2024-01-14|mobile_wallet,2024-01-14,BKK-EMSP,mobile_wallet,1,53200.00,BT-202401-917269821389,53200.00,matched
BKK-EMSP|2024-01-15|cash,2024-01-15,BKK-EMSP,cash,7,205500.00,BT-202401-409479133496,205500.00,matched
BKK-EMSP|2024-01-15|credit_card,2024-01-15,BKK-EMSP,credit_card,5,386000.00,BT-202401-8921729711,386000.00,matched
BKK-EMSP|2024-01-15|debit_card,2024-01-15,BKK-EMSP,debit_card,2,56700.00,BT-202401-187211073989,56700.00,matched
BKK-EMSP|2024-01-15|mobile_wallet,2024-01-15,BKK-EMSP,mobile_wallet,1,8500.00,BT-202401-649956357451,8500.00,matched
BKK-EMSP|2024-01-16|cash,2024-01-16,BKK-EMSP,cash,8,249000.00,BT-202401-1010461715532,249000.00,matched
BKK-EMSP|2024-01-16|credit_card,2024-01-16,BKK-EMSP,credit_card,3,115500.00,BT-202401-877524071828,115500.00,matched
